rso_r_N,rso_v_N,inspector_r_N,inspector_v_N,r_DC_Hc,v_DC_Hc,inspector_sigma_BN,inspector_omega_BN_B,reward,dV_remaining
[-4522485.50332001  5182360.87901647   208094.40922846],[5651.67211162 4876.64915442 1492.95180286],[-4522475.5578538   5182216.26678605   207376.20170018],[5653.78225704 4868.70568507 1485.04310091],[-137.16281211 -226.04473717  683.31822962],[-7.85827482 -4.91784933  6.82007482],[ 0.32544469  0.61583702 -0.46784147],[ 0.11787426 -0.21211767  0.0834942 ],0.2906932286151444,22.873180218670534
[-4465692.95193669  5230808.97387824   223010.83953956],[5706.72207421 4812.87108082 1490.30372457],[-4465680.77646627  5230578.39199185   222214.37030897],[5706.94722147 4804.27277321 1482.4821778 ],[-208.98732156 -292.48402977  747.29972262],[-7.25905684 -6.56425372  6.39366807],[ 0.14367954 -0.03417057 -0.30946843],[ 0.10954462 -0.20919874  0.08871146],0.29275953666563076,20.873180218670534
[-4408353.39479583  5278616.33895983   237899.87358901],[5761.07215283 4748.50450682 1487.47260771],[-4408342.62707833  5278280.72775914   237021.52683244],[5760.93445652 4737.99967365 1479.28991604],[-294.70497562 -372.69651249  811.47404978],[-8.6650406  -7.92615384  6.41254913],[-0.08368067  0.8242871   0.12212274],[ 0.10163621 -0.21343932 -0.05650029],0.3200220861324838,18.899667354905635
[-4350473.86390266  5325777.12862837   252759.68274372],[5814.71572875 4683.5573184  1484.45880651],[-4350471.34530129  5325342.7194476    251817.25150035],[5813.89483063 4673.67506197 1478.05578482],[-372.41143009 -448.96438845  858.27445075],[-7.86106644 -7.54057892  4.67482248],[ 0.01318223  0.19428244 -0.30176176],[ 0.10769342 -0.20644025  0.02064878],0.29579812187588034,16.899667354905635
[-4292061.45701704  5372285.57646157   267588.44202424],[5867.6462699  4618.03747153 1481.26269747],[-4292062.25480814  5371757.50104753   266590.01087346],[5867.31951998 4608.66781335 1475.66842551],[-450.58821125 -515.06095236  898.56080566],[-7.89827918 -6.52297526  4.0231455 ],[-0.43884552 -0.417249   -0.26391523],[-0.11124716 -0.21203485  0.03339378],0.29070354439817503,15.832168460674636
[-4233123.33678305  5418135.99594275   282384.33032716],[5919.85733163 4551.95299119 1477.88467928],[-4233117.88472468  5417510.7729922    281338.22758699],[5920.4880834  4542.23451493 1473.1234691 ],[-538.54773671 -572.4964229   931.38530527],[-8.86848935 -5.64608527  3.27673178],[-0.72950454 -0.25762051  0.16283087],[ 0.14982101 -0.02892232  0.07304078],0.28864650781456386,14.533499233620912
[-4173666.72985108  5463322.78114576   297145.53064681],[5971.34255746 4485.31197033 1474.3251728 ],[-4173657.77670513  5462608.52054741   296033.85755178],[5971.69926638 4476.4037606  1467.77436626],[-620.49020546 -628.88832323  982.62750482],[-8.26719658 -5.54839392  5.11821375],[-0.02230137  0.10432871  0.07140287],[ 0.38746086 -0.01294506 -0.06063833],0.28498277324501065,12.533499233620912
[-4113698.9259924   5507840.40740972   311870.23029641],[6022.09567982 4418.12256889 1470.58462093],[-4113670.97033739  5507035.61147925   310680.38665925],[6024.0033478  4409.06374704 1462.77415236],[-714.7731164  -674.56575617 1047.98202366],[-9.49099572 -4.46334788  6.52906158],[-0.51064183  0.2877677   0.18225534],[ 0.37612785 -0.03004634  0.107042  ],0.3046507534082577,10.533499233620912
[-4053227.27720655  5551683.43200353   326556.62112845],[6072.11052074 4350.39301271 1466.6634886 ],[-4053179.72108268  5550789.81230147   325289.42407167],[6074.07878249 4341.50441843 1458.93510089],[-809.06438601 -716.61549987 1112.87159284],[-9.48955189 -4.10059488  6.48215639],[ 0.31719013  0.28738273 -0.28879476],[ 0.37719405 -0.01663934  0.09380912],0.3207159010110873,10.333777366911525
[-3992259.1968215   5594846.49478015   341202.89975444],[6121.38099262 4282.13159259 1462.56226268],[-3992205.75742814  5593866.50798822   339870.98548514],[6121.97828692 4273.48779931 1456.09780932],[-893.78108396 -763.88007126 1163.98802081],[-8.53951799 -4.63265897  5.10448936],[-0.67516511  0.56545645  0.18938453],[ 0.12244585 -0.04692401  0.10502523],0.2830286626836892,8.447901903261474
[-3930802.15858686  5637324.31882051   355807.26776396],[6169.90109885 4213.34666317 1458.28145191],[-3930730.67289574  5636272.589971     354416.96994977],[6171.715334   4206.16451209 1452.45062592],[-974.27246031 -790.18634901 1212.67081106],[-8.09532576 -2.54159948  4.86080952],[-0.26823398  0.24240219  0.3579007 ],[-0.11043346 -0.2481996  -0.06538957],0.25967999696402094,6.447901903261474
[-3868863.69576029  5679111.71106713   370367.93194295],[6217.66493453 4144.04664194 1453.82158681],[-3868766.83239847  5678000.41619853   368922.73070645],[6220.21280965 4138.0812136  1448.33900509],[-1049.33239942  -801.52140484  1260.72612526],[-7.53705735 -1.05055748  4.79775633],[ 0.05707857 -0.8803877   0.28847754],[-0.13006672 -0.23604981 -0.00287829],0.24934631357455728,4.984036115447005
[-3806451.40018719  5720203.56294732   384883.10449129],[6264.66668712 4074.24000819 1449.18321962],[-3806346.06673595  5719030.99902903   383389.59290273],[6265.52426089 4068.10347171 1444.36014423],[-1116.44897205  -824.86335155  1299.89241388],[-6.75731685 -2.25999609  3.90858813],[-0.02770928  0.54223254  0.09623664],[-0.11797493 -0.03711788  0.11622808],0.2265524825792916,3.1493987429853507
[-3743572.92137379  5760594.85098597   399351.00323962],[6310.90063711 4003.93530198 1444.36692425],[-3743457.4079893   5759341.06778174   397812.10308311],[6311.92974953 3995.80286356 1439.8361858 ],[-1201.66375644  -855.33035848  1333.39549693],[-8.57640103 -2.95246426  3.34204104],[-0.23479722 -0.0962581   0.46444896],[-0.3603057  -0.03935312 -0.06123885],0.258383233340961,1.1493987429853507
[-3680235.96555395  5800280.63740797   413769.85186538],[6356.3611586  3933.14112307 1439.37329614],[-3680109.64919217  5798956.25135371   412189.5482015 ],[6357.45310269 3926.06942191 1435.24119329],[-1278.82532259  -877.25125188  1364.67943102],[-7.76312709 -2.10680537  3.11991873],[0.29587739 0.2728407  0.51575953],[-0.36383105  0.16168882  0.10967577],-0.7542806400931013,-2.220446049250313e-16
[ 7046428.32902146  -183780.62782629 -2103900.03666382],[ -717.98272515 -7014.83096773 -1855.39832674],[ 7046409.88767469  -184153.22026485 -2103831.79955464],[ -719.77669669 -7014.28455772 -1855.58287853],[ -27.8726762   342.97785698 -159.40770104],[-1.33935235 -0.27025849  0.80132215],[-0.61644044 -0.1552161  -0.74181006],[-6.20544525e-05 -4.12189482e-05  6.68244537e-05],-0.0989697089194916,48.291449867026884
[ 7038895.5676901   -253918.55798249 -2122348.03565267],[ -788.55601884 -7012.63794981 -1834.17086269],[ 7038860.16314847  -254294.25045071 -2122265.07868842],[ -790.25275435 -7012.9460569  -1832.6990986 ],[ -44.84291469  344.39823753 -169.29009762],[-1.69615577  0.15871561 -0.98763482],[-0.41235971 -0.35858381 -0.34928394],[ 0.22131598 -0.01535019  0.06347776],-0.058859247916754454,46.42299179859426
[ 7030657.49016024  -324031.04510674 -2140582.84515963],[ -859.04485905 -7009.74241929 -1812.76077079],[ 7030609.3374066   -324415.78309848 -2140492.00434526],[ -860.3202085  -7010.64502709 -1811.97260075],[ -55.50655673  353.09464767 -175.60539706],[-1.05849581  0.88003551 -0.63089073],[ 0.12638336 -0.01105073 -0.05266566],[ 0.11853296  0.2074109  -0.14413922],-0.09968128349320578,45.42139865584638
[ 7021714.97412522  -394111.06590813 -2158602.64914316],[ -929.44261564 -7006.14475281 -1791.17010083],[ 7021657.90730007  -394497.69570494 -2158509.33758363],[ -930.33460383 -7006.33195451 -1790.92322857],[ -61.13629703  355.99313073 -176.00429969],[-0.56097723  0.29526685 -0.03924725],[ 0.12152374  0.26474841 -0.62014691],[ 0.02155244 -0.09996194 -0.15882978],-0.2461766684540431,44.44847585192968
[ 7012068.96353221  -464151.60115021 -2176405.65213118],[ -999.74266804 -7001.84538461 -1769.40091689],[ 7012000.50749359  -464550.90405682 -2176293.23560878],[-1000.88225994 -7003.11065385 -1767.49064413],[ -73.31331532  365.70524264 -194.03955334],[-1.20908006  0.98309422 -1.8028256 ],[-0.64709519  0.27227481 -0.53996822],[-0.05626879 -0.24137972 -0.01860047],-0.02275906002085769,42.44847585192968
[ 7001720.46848464  -534145.63622719 -2193990.07936354],[-1069.93840563 -6996.84480656 -1747.45529725],[ 7001642.73584959  -534544.57343248 -2193858.05474257],[-1070.86684812 -6996.806153   -1745.49475465],[ -84.38852875  362.74772067 -209.56245901],[-1.11162955 -0.28493302 -1.55151764],[-0.42030543  0.41655045 -0.08046921],[0.17576654 0.04496498 0.14916775],-0.05629535170532969,41.13044892319234
[ 6990670.56514088  -604086.16173954 -2211354.17693307],[-1140.0232281  -6991.14356803 -1725.33533421],[ 6990588.02725636  -604465.98726551 -2211208.02737292],[-1140.50461976 -6989.23035996 -1723.92314765],[ -91.17061922  342.66292802 -216.12418292],[-0.69942572 -2.00186875 -0.65535175],[ 0.19625743  0.02785035 -0.5021494 ],[ 0.22402682 -0.1023603   0.00436628],-0.03659709991046907,39.13044892319234
[ 6978920.39560927  -673966.17406889 -2228496.21192551],[-1209.99054583 -6984.74227588 -1703.04313402],[ 6978836.12385288  -674315.02240927 -2228351.77456189],[-1210.16482128 -6981.64263646 -1703.21466381],[ -91.73441674  314.56496908 -205.65194512],[-0.08559521 -2.80932437  1.04803226],[ 0.44172307 -0.51723783 -0.44127136],[ 0.23008296 -0.00776046  0.06627109],0.02185611107117398,37.13044892319234
[ 6966471.16783947  -743778.67595232 -2245414.47255797],[-1279.83378025 -6977.64159433 -1680.58081669],[ 6966394.68473994  -744112.46971955 -2245279.11971689],[-1279.05571506 -6976.13431647 -1681.48957766],[ -79.98701002  301.77045777 -195.25625264],[ 1.16076511 -1.29122149  1.04034335],[-0.37250816  0.56608056  0.18866057],[ 0.00287843 -0.14879456  0.019842  ],-0.05521368549505664,35.13044892319234
[ 6953324.15551002  -813516.67705606 -2262107.26831627],[-1349.54636421 -6969.84224497 -1657.95051593],[ 6953264.85644171  -813844.68817072 -2261984.82253667],[-1347.8285603  -6969.26222239 -1659.24155724],[ -57.42286381  296.76205568 -186.3747215 ],[ 2.25040314 -0.52334788  0.88888771],[-6.95125261e-05  3.47657529e-04  4.66552591e-01],[-0.17436018 -0.16972325  0.00882406],-0.009840841370129083,33.752946190312166
[ 6939480.69791231  -883173.19454853 -2278572.93009085],[-1419.12174234 -6961.34500665 -1635.15437894],[ 6939434.35678045  -883499.99265447 -2278444.39772521],[-1417.82638719 -6961.22198147 -1634.54612791],[ -44.28787621  292.2670403  -195.15028244],[ 1.30827065 -0.46266198 -0.87680477],[-0.18042574 -0.62987941  0.02762792],[-0.1770591  -0.00964487 -0.1044419 ],-0.09582427610166051,31.752946190312166
[ 6924942.1998308   -952741.25367278 -2294809.81031145],[-1488.55337147 -6952.15071544 -1612.19456635],[ 6924896.07770193  -953066.34674639 -2294681.48382512],[-1488.53184092 -6951.97850066 -1612.21559943],[ -41.34011978  291.06776899 -194.55331589],[ 0.29294184 -0.12301105  0.06046242],[ 0.19409896 -0.59124012 -0.42364851],[ 0.02270567 -0.01166848 -0.08909497],-0.341060661861959,30.33249275721473
[ 6909710.13141956 -1022213.88831831 -2310816.28308056],[-1557.83472091 -6942.26026454 -1589.07325205],[ 6909667.69795732 -1022540.34418727 -2310681.98038157],[-1557.4661777  -6942.39483317 -1588.4761135 ],[ -36.6773813   290.67124068 -201.43546756],[ 0.46529145 -0.04443932 -0.687428  ],[0.0206038  0.70748015 0.68864557],[ 0.08239825 -0.18545624  0.04845187],-0.20720553341929343,29.557628344367714
[ 6893786.02807509 -1091584.1415923  -2326590.74430545],[-1626.95927291 -6931.67460426 -1565.79262309],[ 6893732.73275631 -1091924.39483959 -2326444.73124854],[-1628.04581334 -6933.05256762 -1564.62209676],[ -45.62912939  304.04819649 -213.08484893],[-0.88253052  1.34634773 -1.16410179],[ 0.17770473  0.39380495 -0.35181547],[ 0.2710442  -0.18405813 -0.19842516],-0.05872291662010333,27.557628344367714
[ 6877171.49030547 -1160845.06639018 -2342131.61182899],[-1695.92052298 -6920.39474195 -1542.35487953],[ 6877114.68982953 -1161202.35782855 -2341975.32841264],[-1696.27141228 -6922.09669239 -1541.32838858],[ -46.47178134  319.30220052 -226.26190689],[-0.06984007  1.52600051 -1.31681733],[0.06215456 0.2153753  0.65790367],[ 0.08625609  0.00698026 -0.16330324],-0.04344048452151309,26.739028015641317
[ 6859868.18359576 -1229989.72596567 -2357437.3255592 ],[-1764.71198028 -6908.42174191 -1518.76223432],[ 6859822.36014945 -1230364.11979006 -2357270.55778432],[-1763.61456358 -6910.13004034 -1517.71443438],[ -33.57083013  331.11913792 -243.54697816],[ 1.30119433  1.16867438 -1.72755152],[-0.11068228  0.85838226  0.22416038],[0.06685898 0.24875284 0.03413424],-0.011226315521141651,25.28989577511541
[ 6841877.83826975 -1299011.19450017 -2372506.34759742],[-1833.32716796 -6895.75672536 -1495.01691314],[ 6841848.93388477 -1299405.37145255 -2372341.720091  ],[-1831.63534525 -6897.73304958 -1495.23168103],[ -10.37085081  346.34854527 -251.49210677],[ 2.33474064  1.49968854 -0.79351185],[-0.01647118 -0.02769238 -0.29197677],[-0.30743998  0.18325187 -0.15642291],0.020552749224122487,23.86932812400551
[ 6823202.24934789 -1367902.5576715  -2387337.16236525],[-1901.75962359 -6882.40087035 -1471.12115434],[ 6823186.29079899 -1368313.92885691 -2387182.96667433],[-1900.46488146 -6884.11827364 -1472.16514742],[  11.65002793  361.41357873 -250.00348102],[2.21700729 1.48440998 0.14985925],[ 0.32697896 -0.22587094  0.61337692],[ 0.0201736   0.01188215 -0.19680276],0.010401225942651506,22.916550593682533
[ 6803843.27640163 -1436656.91322211 -2401928.27673018],[-1970.00289947 -6868.35541175 -1447.07720873],[ 6803835.72216568 -1437070.63836871 -2401782.66797053],[-1969.16212142 -6868.58880119 -1447.93675145],[  26.26632054  362.94581947 -244.96507267],[1.4634194  0.13851038 0.50480547],[0.72530105 0.17885222 0.26839818],[ 0.23111311 -0.04667871 -0.00644171],-0.0991577488931335,21.357165453711083
[ 6783802.84340389 -1505267.37152661 -2416278.22012985],[-2038.05056307 -6853.62164112 -1422.88733951],[ 6783798.4842259  -1505670.71722231 -2416153.04294842],[-2037.73056514 -6852.58176029 -1424.93132576],[  37.39453031  356.01648392 -224.1204848 ],[ 1.1064222  -0.70416108  2.08534266],[-0.31789595  0.14960055 -0.1135239 ],[0.1132875  0.23223334 0.1738468 ],-0.014370466043333734,19.54541626276811
[ 6763082.9385759  -1573727.0561587  -2430385.54469514],[-2105.89619733 -6838.20090669 -1398.5538221 ],[ 6763095.84926338 -1574112.76134069 -2430280.79156856],[-2104.16852494 -6836.43505967 -1400.59704735],[  59.77048906  338.04236515 -205.09324415],[ 2.22049427 -1.81973473  1.9035134 ],[-0.70212286 -0.40663487  0.53772931],[0.20115334 0.18405269 0.01943181],0.05346387287456546,17.96438919950016
[ 6741685.61423023 -1642029.10445751 -2444248.8253718 ],[-2173.53340109 -6822.09461331 -1374.07894404],[ 6741710.70495925 -1642388.24543149 -2444147.33928424],[-2172.31459082 -6819.4365682  -1374.40649378],[  69.43560989  309.57339793 -198.12677057],[ 0.93925944 -2.85657432  0.69739412],[-0.6358553   0.22031076  0.05053923],[0.13860745 0.2171449  0.02680599],0.027393558211887097,15.964389199500161
[ 6719612.98661008 -1710166.66809319 -2457866.66004086],[-2240.95578944 -6805.30422233 -1349.46500482],[ 6719656.05317373 -1710492.84174672 -2457754.36790096],[-2239.15736359 -6802.00605954 -1348.38532181],[  77.64537124  270.58389415 -203.98298556],[ 0.78343108 -3.90714424 -0.58484601],[ 0.13090108  0.04751095 -0.72806736],[1.80059991e-01 1.80269375e-01 1.05534039e-04],0.083429424064328,14.313502330251282
[ 6696867.23572483 -1778132.91363203 -2471237.66963772],[-2308.15699413 -6787.83125161 -1324.7143158 ],[ 6696922.56239058 -1778420.24664234 -2471122.17038526],[-2306.9301477  -6783.94596943 -1324.39458288],[  81.01850248  229.17934641 -199.68526613],[ 0.29746316 -4.14384948  0.43057205],[-0.57110095  0.28116155  0.67143678],[ 0.18102693 -0.00615969  0.02837966],0.09596203084218369,13.197721413898286
[ 6673450.60518185 -1845921.02310077 -2484360.49826986],[-2375.13066389 -6769.67727538 -1299.82920002],[ 6673525.30985074 -1846177.92705716 -2484244.70609258],[-2373.19199093 -6766.63336388 -1299.80094118],[  93.13071442  193.77155546 -196.89467493],[ 1.17742138 -3.55284959  0.27987419],[-0.03755212  0.52994152 -0.01479237],[ 0.18724387  0.02581892 -0.06949894],0.07437319443474946,12.057797278273183
[ 6649365.40201441 -1913524.19455035 -2497233.81333334],[-2441.87046484 -6750.84392423 -1274.81199212],[ 6649467.52498535 -1913755.50572152 -2497129.81592878],[-2439.12761729 -6748.28386575 -1275.99256913],[ 117.17755146  162.07995929 -186.41064209],[ 2.37482606 -3.19306889  1.04920596],[-0.30263116  0.36885948 -0.32832259],[-0.09277564 -0.07034612 -0.07535965],0.08868615466856268,10.529643486257045
[ 6624613.99650599 -1980935.64261895 -2509856.30562782],[-2508.3700809  -6731.33288501 -1249.66503818],[ 6624726.06588598 -1981138.79635679 -2509761.50156871],[-2507.37434305 -6728.51656176 -1250.58548702],[ 123.28995182  133.083483   -172.93689916],[ 0.58429143 -2.9057809   1.34813899],[-0.49686225  0.33441399  0.41851479],[-0.06832591 -0.28011723  0.12722199],0.03936773272714012,8.742491560832738
[ 6599198.82201068 -2048148.59909436 -2522226.68947042],[-2574.62321409 -6711.14590078 -1224.39069558],[ 6599304.82368964 -2048317.47451243 -2522151.37249143],[-2575.22892488 -6707.71765614 -1226.34042695],[ 116.29680865  105.69692385 -143.98306388],[-0.72466496 -2.73179124  2.89605125],[0.54749945 0.03000977 0.26394265],[ 0.16463877 -0.29808777 -0.07246097],0.08035851657070765,6.742491560832738
[ 6573122.37476982 -2115156.31347566 -2534343.70280812],[-2640.623585   -6690.28477073 -1198.99133288],[ 6573223.38703128 -2115303.81253743 -2534298.509894  ],[-2641.12147064 -6688.14685979 -1202.00462311],[ 117.11241801   91.6864424  -108.99599765],[ 0.06941653 -1.40194373  3.49923017],[-0.61472599  0.25374671  0.6152428 ],[ 0.17533045 -0.29593274 -0.04577114],0.06947774220750574,5.067687736443783
[ 6546387.21372489 -2181952.05353421 -2546206.1073289 ],[-2706.36493308 -6668.7513501  -1173.46932971],[ 6546494.79305196 -2182077.61824196 -2546205.84465782],[-2705.70704477 -6666.55781237 -1177.96309648],[132.9074109   75.30473735 -63.28264456],[ 1.5651163  -1.65388066  4.57165836],[ 0.16633803  0.22729496 -0.05312508],[ 0.17404509 -0.07891367 -0.23782662],0.12800274025133734,3.1912999061363925
[ 6518995.96032651 -2248529.10587388 -2557812.68857149],[-2771.8410171  -6646.54755015 -1147.82707657],[ 6519096.32020426 -2248620.07753987 -2557864.37217971],[-2772.56168644 -6643.08834301 -1153.02223529],[134.7381351   53.37839667  -3.94032405],[ 0.16333467 -2.19444482  5.93429302],[-0.51150999 -0.01332065 -0.83185343],[-0.07892418 -0.29916892 -0.21872691],0.1695918405634167,1.1912999061363927
[ 6490951.29833976 -2314880.77649063 -2569162.25603384],[-2837.04561548 -6623.67533803 -1122.06697477],[ 6491039.55639453 -2314927.08868701 -2569269.94814004],[-2838.25450901 -6619.20970207 -1127.66807135],[130.08872147  24.78285468  63.20307085],[-0.49130842 -2.85486789  6.71409383],[ 0.58326704  0.16798311 -0.06442394],[-0.07154706 -0.09824797 -0.05070608],-0.793324555548045,2.220446049250313e-16
